Query	TaxID
S0C155105	2731619
S0C115378	2731619
S0C52251	2731619
S0C213116	2731619
S0C53901	2731619
S0C155565	2731619
S0C167537	2731619
S0C128065	3044455
S0C99572	2731619
S0C100587	2731619
S0C171000	2731619
S0C200337	2731619
S0C57266	2731619
S0C44925	2731619
S0C135723	2731619
S0C149545	2731619
S0C194923	2731619
S0C226632	2731619
S0C218758	2731619
S0C127031	2731619
S0C57501	2731619
S0C22555	2731619
S0C206271	2731619
S0C144748	2731619
S0C213290	2731619
S0C65193	2731619
S0C118783	2731619
S0C20748	2731619
S0C108840	2731619
S0C68509	2731619
S0C188388	2731619
S0C167891	2731619
S0C71252	2731619
S0C203587	2731619
S0C140252	2731619
S0C35061	2731619
S0C1839	2731619
S0C213313	2731619
S0C124493	2731619
S0C160049	2731619
S0C63545	2731619
S0C207989	10860
S0C27788	2731619
S0C124703	2731619
S0C190379	2731619
S0C195723	2731619
S0C15506	2731619
S0C6292	2731619
S0C137643	2731619
S0C120555	2731619
S0C8885	2731619
S0C138410	2731619
S0C188683	2731619
S0C95279	2731619
S0C137685	2731619
S0C66380	2731619
S0C226089	2731619
S0C148234	2731619
S0C121695	2731619
S0C23678	2731619
S0C2223	2731619
S0C96570	2731619
S0C17186	2731619
S0C175423	2731619
S0C220921	2731619
S0C163311	2731619
S0C135690	2731619
S0C172852	2731619
S0C98568	2731619
S0C6057	2731619
S0C18660	2731619
S0C135474	2731619
S0C37434	2731619
S0C140939	2731619
S0C209960	2731619
S0C144850	2731619
S0C123770	2731619
S0C129375	2731619
S0C205747	2731619
S0C194412	2731619
S0C141131	2731619
S0C55827	2731619
S0C203038	2731619
S0C154189	2731619
S0C215269	2731619
S0C119356	2731619
S0C223806	2731619
S0C15032	2731619
S0C226965	2731619
S0C127561	2731619
S0C116914	2731619
S0C223485	2731619
S0C160430	2731619
S0C183337	2731619
S0C170858	2731619
S0C120781	2731619
S0C13093	2731619
S0C78352	2731619
S0C12274	2731619
S0C55926	2731619
S0C75260	2731619
S0C171054	2731619
S0C57231	2731619
S0C8307	2731619
S0C17690	2731619
S0C154333	2731619
S0C178746|provirus_682919_700443	2731619
S0C17530	2731619
S0C183302	2731619
S0C79301	2731619
S0C47987	2731619
S0C209148	2731619
S0C152055	2731619
S0C111083	2731619
S0C120005	2731619
S0C151008	2731619
S0C20343	2731619
S0C164749	2731619
S0C47972	2731619
S0C1411	2731619
S0C30534	2731619
S0C157916	2731619
S0C127672	2731619
S0C9217	2731619
S0C9005	2731619
S0C168789	2731619
S0C194694	2731619
S0C57877	2731619
S0C53459	2731619
S0C220322	2731619
S0C219179	2731619
S0C209985	2731619
S0C173746	2731619
S0C32168	2731619
S0C53795	2731619
S0C100506	2731619
S0C71626	2731619
S0C142106	2731619
S0C81529	2731619
S0C226324	2731619
S0C528	2731619
S0C6414	2731619
S0C86409	2731619
S0C12156	2731619
S0C55295	2731619
S0C165607	2731619
S0C189088	2731619
S0C5873	2731619
S0C139113	2731619
S0C68942	2731619
S0C91030	2731619
S0C2095	2731619
S0C139791	2731619
S0C150357	2731619
S0C83203	2731619
S0C153049	2731619
S0C206094	2731619
S0C18186	2731619
S0C70440	2731619
S0C7938	2731619
S0C62791	2731619
S0C49333	2731619
S0C15493	2731619
S0C84052	2731619
S0C207117	2731619
S0C224830	2946160
S0C74641	2731619
S0C113178	2560065
S0C125757	2731619
S0C177655	2731619
S0C179439	2731619
S0C678	2731619
S0C18440	2731619
S0C65089	2731619
S0C12311	2731619
