Query	TaxID
S0C180800	2731619
S0C128691	2731619
S0C200565	2731619
S0C148540	2731619
S0C183613	2731619
S0C96795	2731619
S0C32538	2731619
S0C132346	2731619
S0C36862	2731619
S0C65263	2731619
S0C53990	2731619
S0C24287	10860
S0C194219	2731619
S0C218417	2731619
S0C149613	2731619
S0C135371	2731619
S0C4896	2731619
S0C224011	2731619
S0C109075	2731619
S0C8370	2731619
S0C149135	2731619
S0C214592	2731619
S0C100585	2731619
S0C55222	2731619
S0C61641	2731619
S0C112454	2731619
S0C1526	2731619
S0C150018	2731619
S0C100797	2731619
S0C23279	2731619
S0C64040	10860
S0C46032	2731619
S0C84159	2731619
S0C41611	2731619
S0C128357	2731619
S0C161611	2731619
S0C83550	2731619
S0C128467	2731619
S0C26415	2731619
S0C69031	2731619
S0C117772	2731619
S0C201066	2731619
S0C167089	2731619
S0C181018	2731619
S0C59223	2731619
S0C185882	2731619
S0C177514	2731619
S0C10026	2731619
S0C123992	2731619
S0C10643|provirus_51914_103184	2731619
S0C63119	2731619
S0C21902	2731619
S0C132818	2731619
S0C46225	2731619
S0C221377	2731619
S0C130317	2731619
S0C197986	2731619
S0C18575	2731619
S0C83002	2731619
S0C215800	2731619
S0C170349	2731619
S0C153354	2731619
S0C84931	2731619
S0C222001	2731619
S0C218715	2731619
S0C169610	2731619
S0C47916	2731619
S0C46136	2731619
S0C90725	2731619
S0C166861	2731619
S0C118333	2731619
S0C21407	2731619
S0C186665	2731619
S0C49049	2731619
S0C4483	2731619
S0C1752	2731619
S0C113144	2731619
S0C7720	2731619
S0C196030	2731619
S0C213883	2731619
S0C23188	2731619
S0C163402	2731619
S0C25443	2731619
S0C148900	2731619
S0C175302	2731619
S0C144799	2731619
S0C1290	2731619
S0C38155	2731619
S0C177207	2731619
S0C149547	2731619
S0C71587	2731619
S0C14239	2731619
S0C36984	2731619
S0C88627	2731619
S0C36503	2731619
S0C71785	2731619
S0C96962	2731619
S0C139104	2731619
S0C210577	2731619
S0C123738	2731619
S0C16060	2731619
S0C226929	2731619
S0C146369	2731619
S0C64740	2731619
S0C180196	2731619
S0C68459	2731619
S0C20911	2731619
S0C50564	2731619
S0C65816	2731619
S0C43123	2731619
S0C44329	2731619
S0C26208	2731619
S0C9563	2731619
S0C88358	2731619
S0C218682	2731619
S0C45055	2731619
S0C206623	2731619
S0C10323	2731619
S0C216519	2731619
S0C77095	2731619
S0C225612	2731619
S0C205104	2731619
